section;source_file;pdf_page;printed_page;kind;year;code;label;level;unit;ordentliche_ertraege;ordentliche_aufwendungen;ordentliches_ergebnis;finanzergebnis;ergebnis_laufende_verwaltung;ausserordentliches_ergebnis;ergebnis_teilhaushalt;einzahlungen_laufend;auszahlungen_laufend;saldo_laufend;einzahlungen_investitionen;auszahlungen_investitionen;saldo_investitionen;finanzmittelueberschuss_fehlbetrag;einzahlungen_finanzierung;auszahlungen_finanzierung;saldo_finanzierung;verpflichtungsermaechtigungen
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0301;Leistungen für Schulen;product_group;EUR;;;;;;;;2961210;36848640;-33887430;7364450;139437520;-132073070;-165960500;;;;-69429000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0302;Zentr.Leist. f. am Schulleben Beteiligte;product_group;EUR;;;;;;;;995080;15236090;-14241010;;2900;-2900;-14243910;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;03;Schulträgeraufgaben;product_area;EUR;;;;;;;;3956290;52084730;-48128440;7364450;139440420;-132075970;-180204410;;;;-69429000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0401;Kulturmanagement / Kulturförderung;product_group;EUR;;;;;;;;507530;6796360;-6288830;1000000;7988150;-6988150;-13276980;;;;-3700000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0402;Volkshochschule;product_group;EUR;;;;;;;;2861500;3988240;-1126740;;25430;-25430;-1152170;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0403;Westf. Schule für Musik;product_group;EUR;;;;;;;;2797810;7647060;-4849250;18470;246740;-228270;-5077520;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0404;Stadtbücherei u. Förderung freier Träger;product_group;EUR;;;;;;;;721140;6210790;-5489650;3208000;4419600;-1211600;-6701250;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0405;Stadtmuseum;product_group;EUR;;;;;;;;223030;1895040;-1672010;;908900;-908900;-2580910;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0406;Stadtarchiv;product_group;EUR;;;;;;;;59880;1025180;-965300;;25430;-25430;-990730;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0407;Theater Münster;product_group;EUR;;;;;;;;;26017580;-26017580;;;;-26017580;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0408;Geschichtsort Villa ten Hompel;product_group;EUR;;;;;;;;183200;860920;-677720;10000;11000;-1000;-678720;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;04;Kultur und Wissenschaft;product_area;EUR;;;;;;;;7354090;54441170;-47087080;4236470;13625250;-9388780;-56475860;;;;-3700000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0501;Leist. d. Grundsicherung f. Arbeitsuchende;product_group;EUR;;;;;;;;197969420;224965210;-26995790;;4000;-4000;-26999790;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0502;Sicherung des Lebensunterhalts;product_group;EUR;;;;;;;;71682020;91638230;-19956210;;734520;-734520;-20690730;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0503;Sicherung besonderer sozialer Bedarfe;product_group;EUR;;;;;;;;6815860;72293290;-65477430;;268290;-268290;-65745720;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0504;Wohngeld;product_group;EUR;;;;;;;;3000;2610670;-2607670;;;;-2607670;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;05;Soziale Hilfen;product_area;EUR;;;;;;;;276470300;391507400;-115037100;;1006810;-1006810;-116043910;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0601;Förderung von Kindern in Tagesbetreuung;product_group;EUR;;;;;;;;127558050;215105450;-87547400;;14337750;-14337750;-101885150;;;;-14152000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0602;Kinder- und Jugendarbeit;product_group;EUR;;;;;;;;28090730;45888130;-17797400;;100550;-100550;-17897950;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0603;Förd. v. benachteiligten jungen Menschen;product_group;EUR;;;;;;;;545400;10610630;-10065230;;7690;-7690;-10072920;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0604;Familienförderung;product_group;EUR;;;;;;;;363890;5797880;-5433990;;1620;-1620;-5435610;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0605;Erzieh. und wirtsch. Hilfen für Familien;product_group;EUR;;;;;;;;26491330;116730780;-90239450;;1080;-1080;-90240530;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;06;Kinder-, Jugend- und Familienhilfe;product_area;EUR;;;;;;;;183049400;394132870;-211083470;;14448690;-14448690;-225532160;;;;-14152000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0701;Gesunfheitsdienste;product_group;EUR;;;;;;;;3089970;16815500;-13725530;;10000;-10000;-13735530;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;07;Gesundheitsdienste;product_area;EUR;;;;;;;;3089970;16815500;-13725530;;10000;-10000;-13735530;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0801;Sportinfrastruktur, Sportförd., Sportveranstalt.;product_group;EUR;;;;;;;;1578120;7444750;-5866630;1868640;63865910;-61997270;-67863900;;;;-66305500
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0802;Bäder;product_group;EUR;;;;;;;;2293590;8693430;-6399840;;1333950;-1333950;-7733790;;;;-2181100
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;08;Sportförderung;product_area;EUR;;;;;;;;3871710;16138180;-12266470;1868640;65199860;-63331220;-75597690;;;;-68486600
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0901;Stadt- u.Regionalentwickl., Stadtplanung;product_group;EUR;;;;;;;;1870840;10761970;-8891130;;1336070;-1336070;-10227200;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;0902;Vermessung, Kataster und Geoinformation;product_group;EUR;;;;;;;;1524710;8808770;-7284060;1020;235000;-233980;-7518040;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;09;Räuml.Planung/Entwickl.,Geoinformation;product_area;EUR;;;;;;;;3395550;19570740;-16175190;1020;1571070;-1570050;-17745240;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1001;Bauaufsicht und baurechtliche Beratung;product_group;EUR;;;;;;;;3421800;7098900;-3677100;420000;5000;415000;-3262100;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1002;Denkmalpflege und Denkmalschutz;product_group;EUR;;;;;;;;414000;1775690;-1361690;;;;-1361690;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1003;Wohnen;product_group;EUR;;;;;;;;395290;6429200;-6033910;;;;-6033910;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;10;Bauen und Wohnen;product_area;EUR;;;;;;;;4231090;15303790;-11072700;420000;5000;415000;-10657700;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1101;Abwasserbeseitigung;product_group;EUR;;;;;;;;72191620;31801860;40389760;7950000;44180000;-36230000;4159760;;;;-40250000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1102;Abfallwirtschaft (AWM);product_group;EUR;;;;;;;;4000000;;4000000;;;;4000000;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;11;Ver- und Entsorgung;product_area;EUR;;;;;;;;76191620;31801860;44389760;7950000;44180000;-36230000;8159760;;;;-40250000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1201;Verkehrsflächen und -anlagen;product_group;EUR;;;;;;;;20659160;50778260;-30119100;18110000;34457000;-16347000;-46466100;;;;-34700000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;12;Verkehrsflächen und -anlagen, ÖPNV;product_area;EUR;;;;;;;;20659160;50778260;-30119100;18110000;34457000;-16347000;-46466100;;;;-34700000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1301;Grün- und Freiflächen;product_group;EUR;;;;;;;;960700;17861060;-16900360;441310;4870090;-4428780;-21329140;;;;-3653900
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1302;Friedhöfe;product_group;EUR;;;;;;;;1014170;1877010;-862840;2000;160970;-158970;-1021810;;;;-97700
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1303;Natur, Landschaft, Erholung,Wasserschutz;product_group;EUR;;;;;;;;290260;3938660;-3648400;88570;243010;-154440;-3802840;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1304;Fließende Gewässer;product_group;EUR;;;;;;;;973560;1642360;-668800;1550000;2402000;-852000;-1520800;;;;-4100000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1305;Wald und Forstwirtschaft;product_group;EUR;;;;;;;;263770;636440;-372670;4400;3960;440;-372230;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;13;Natur- und Landschaftspflege;product_area;EUR;;;;;;;;3502460;25955530;-22453070;2086280;7680030;-5593750;-28046820;;;;-7851600
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1401;Umweltschutz - Klima, Lärm, Boden,Abfall;product_group;EUR;;;;;;;;854580;5278500;-4423920;;1120;-1120;-4425040;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;14;Umweltschutz;product_area;EUR;;;;;;;;854580;5278500;-4423920;;1120;-1120;-4425040;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1501;Anteile an Unternehmen;product_group;EUR;;;;;;;;28382260;13208440;15173820;34000;1500500;-1466500;13707320;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1502;Stadtmarketing (MM);product_group;EUR;;;;;;;;;3759780;-3759780;;;;-3759780;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1503;Stadthalle Hiltrup;product_group;EUR;;;;;;;;154000;211730;-57730;;20000;-20000;-77730;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1504;Öffentliche Toilettenanlagen;product_group;EUR;;;;;;;;;420090;-420090;;499000;-499000;-919090;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;15;Wirtschaft und Tourismus;product_area;EUR;;;;;;;;28536260;17600040;10936220;34000;2019500;-1985500;8950720;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;1601;Allgemeine Finanzwirtschaft;product_group;EUR;;;;;;;;915669000;242291000;673378000;82728590;110270000;-27541410;645836590;1130781033;849150668;281630365;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;16;Allgemeine Finanzwirtschaft;product_area;EUR;;;;;;;;915669000;242291000;673378000;82728590;110270000;-27541410;645836590;1130781033;849150668;281630365;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;78;74;finanzplanung;2026;Summe;Summe;total;EUR;;;;;;;;1618982680;1627774390;-8791710;136372200;534599890;-398227690;-407019400;1130781033;849150668;281630365;-369280670
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0101;Bezirksvertretungen/frei verfügb. Mittel;product_group;EUR;;;;;;;;;404560;-404560;;;;-404560;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0102;GF für polit. Gremien, internat. Beziehungen;product_group;EUR;;;;;;;;267850;5636750;-5368900;;2000;-2000;-5370900;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0103;OB, BM und Verwaltungsführung;product_group;EUR;;;;;;;;210000;8094340;-7884340;;7340;-7340;-7891680;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0104;Gleichstellung aller Geschlechter;product_group;EUR;;;;;;;;4000;2225260;-2221260;;;;-2221260;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0105;Personal- u. Schwerbehindertenvertretung;product_group;EUR;;;;;;;;210000;1904850;-1694850;;;;-1694850;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0106;Wirtschaftlichkeitsprüfung und Revision;product_group;EUR;;;;;;;;63180;1832760;-1769580;;;;-1769580;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0107;Public Relations;product_group;EUR;;;;;;;;59200;1792270;-1733070;;2160;-2160;-1735230;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0108;Personal- und Organisationsmanagement;product_group;EUR;;;;;;;;3149000;26319270;-23170270;;;;-23170270;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0109;Finanz- und Beteiligungsmanagement;product_group;EUR;;;;;;;;1991700;14582820;-12591120;;10000;-10000;-12601120;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0110;Recht;product_group;EUR;;;;;;;;682860;7410000;-6727140;;;;-6727140;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0111;Immobilienmanagement;product_group;EUR;;;;;;;;19872500;99723790;-79851290;20327900;46526000;-26198100;-106049390;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0113;Zentrale Dienste;product_group;EUR;;;;;;;;1557300;20526760;-18969460;6000;37603000;-37597000;-56566460;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0114;Verwaltung der Kommunalen Stiftungen;product_group;EUR;;;;;;;;500000;503260;-3260;;;;-3260;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0115;IT-Management (citeq);product_group;EUR;;;;;;;;;8000;-8000;8247280;9689900;-1442620;-1450620;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0116;Migrations- u. Integrationsmanagement;product_group;EUR;;;;;;;;599800;1287690;-687890;;;;-687890;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;01;Innere Verwaltung;product_area;EUR;;;;;;;;29167390;192252380;-163084990;28581180;93840400;-65259220;-228344210;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0201;Ordnungsrechtliche Angelegenheiten;product_group;EUR;;;;;;;;485000;7002780;-6517780;;42140;-42140;-6559920;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0202;Gewerberechtliche Angelegenheiten;product_group;EUR;;;;;;;;1330000;2018230;-688230;;;;-688230;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0203;Straßenverkehrsrechtliche Angelegenheit;product_group;EUR;;;;;;;;16999000;11331940;5667060;;20480;-20480;5646580;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0204;Bürgerangelegenheiten;product_group;EUR;;;;;;;;5960620;8407600;-2446980;;2500;-2500;-2449480;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0205;Standesamtsangelegenheiten;product_group;EUR;;;;;;;;474000;1634100;-1160100;;1000;-1000;-1161100;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0206;Ausländerangelegenheiten;product_group;EUR;;;;;;;;697700;4509000;-3811300;;;;-3811300;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0207;Statistik;product_group;EUR;;;;;;;;550;685810;-685260;;;;-685260;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0208;Wahlen;product_group;EUR;;;;;;;;489500;873040;-383540;;5000;-5000;-388540;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0209;Brandschutz/feuerwehrt. Hilfeleistungen;product_group;EUR;;;;;;;;1004050;32553110;-31549060;748700;19076000;-18327300;-49876360;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0210;Rettungsdienst;product_group;EUR;;;;;;;;33113000;29738860;3374140;14000;421000;-407000;2967140;;;;-1220000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0211;Veterinärw. u.Lebensmittelüberwachung;product_group;EUR;;;;;;;;189000;3106200;-2917200;4000;22000;-18000;-2935200;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;02;Sicherheit und Ordnung;product_area;EUR;;;;;;;;60742420;101860670;-41118250;766700;19590120;-18823420;-59941670;;;;-1220000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0301;Leistungen für Schulen;product_group;EUR;;;;;;;;2952250;37331220;-34378970;5137570;128980950;-123843380;-158222350;;;;-41545000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0302;Zentr.Leist. f. am Schulleben Beteiligte;product_group;EUR;;;;;;;;745080;15341110;-14596030;;2900;-2900;-14598930;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;03;Schulträgeraufgaben;product_area;EUR;;;;;;;;3697330;52672330;-48975000;5137570;128983850;-123846280;-172821280;;;;-41545000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0401;Kulturmanagement / Kulturförderung;product_group;EUR;;;;;;;;535830;7134050;-6598220;4334000;3785310;548690;-6049530;;;;-1000000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0402;Volkshochschule;product_group;EUR;;;;;;;;2861500;4018900;-1157400;;25430;-25430;-1182830;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0403;Westf. Schule für Musik;product_group;EUR;;;;;;;;2751520;7732570;-4981050;18840;239660;-220820;-5201870;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0404;Stadtbücherei u. Förderung freier Träger;product_group;EUR;;;;;;;;720480;6343940;-5623460;1925600;2466250;-540650;-6164110;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0405;Stadtmuseum;product_group;EUR;;;;;;;;225830;1907760;-1681930;;96900;-96900;-1778830;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0406;Stadtarchiv;product_group;EUR;;;;;;;;38420;1032620;-994200;;5430;-5430;-999630;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0407;Theater Münster;product_group;EUR;;;;;;;;;26622870;-26622870;;;;-26622870;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;0408;Geschichtsort Villa ten Hompel;product_group;EUR;;;;;;;;153300;841280;-687980;15000;16000;-1000;-688980;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;79;75;finanzplanung;2027;04;Kultur und Wissenschaft;product_area;EUR;;;;;;;;7286880;55633990;-48347110;6293440;6634980;-341540;-48688650;;;;-1000000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0501;Leist. d. Grundsicherung f. Arbeitsuchende;product_group;EUR;;;;;;;;200555140;227806570;-27251430;;4500;-4500;-27255930;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0502;Sicherung des Lebensunterhalts;product_group;EUR;;;;;;;;73018700;91776750;-18758050;;2593820;-2593820;-21351870;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0503;Sicherung besonderer sozialer Bedarfe;product_group;EUR;;;;;;;;6931190;73464010;-66532820;;273260;-273260;-66806080;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0504;Wohngeld;product_group;EUR;;;;;;;;3000;2412980;-2409980;;;;-2409980;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;05;Soziale Hilfen;product_area;EUR;;;;;;;;280508030;395460310;-114952280;;2871580;-2871580;-117823860;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0601;Förderung von Kindern in Tagesbetreuung;product_group;EUR;;;;;;;;129556040;215903860;-86347820;;7822300;-7822300;-94170120;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0602;Kinder- und Jugendarbeit;product_group;EUR;;;;;;;;28068760;47325750;-19256990;;100550;-100550;-19357540;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0603;Förd. v. benachteiligten jungen Menschen;product_group;EUR;;;;;;;;545400;10877670;-10332270;;7690;-7690;-10339960;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0604;Familienförderung;product_group;EUR;;;;;;;;374390;5969510;-5595120;;1620;-1620;-5596740;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0605;Erzieh. und wirtsch. Hilfen für Familien;product_group;EUR;;;;;;;;27869200;115913200;-88044000;;1080;-1080;-88045080;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;06;Kinder-, Jugend- und Familienhilfe;product_area;EUR;;;;;;;;186413790;395989990;-209576200;;7933240;-7933240;-217509440;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0701;Gesunfheitsdienste;product_group;EUR;;;;;;;;3122970;17155860;-14032890;;10000;-10000;-14042890;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;07;Gesundheitsdienste;product_area;EUR;;;;;;;;3122970;17155860;-14032890;;10000;-10000;-14042890;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;80;76;finanzplanung;2027;0801;Sportinfrastruktur, Sportförd., Sportveranstalt.;product_group;EUR;;;;;;;;1597610;7437600;-5839990;856000;39839000;-38983000;-44822990;;;;-2087500
