Lfd.,Produkt-,Amt,Aus-,Empfänger,Verwendungszweck / Zielsetzung,Zuschuss 2026 in €,davon Personal- kosten,davon,davon sonst. Kosten,Zuschuss 2027 in €,davon Personal- kosten,davon,davon sonst. Kosten,verpflichtende/,zeitliche
235,0604,51,AKJF,Beratungstelle Südviertel e.V.,Spieltreff-Ankergruppen,10.331,-,-,-,10.519,-,-,-,dem Grunde nach,31.12.2029
236,0604,51,AKJF,Beratungstelle Südviertel e.V.,Präv.grup.mindj.Schwang.jg.Mütter+Kind -Eltern im Fokus präventiver Angebote,14.754,-,-,-,15.023,-,-,-,dem Grunde nach,31.12.2029
237,0604,51,AKJF,Beratungstelle Südviertel e.V.,Rückenwind-Eltern im Fokus präventiver Angebote,81.889,-,-,-,83.383,-,-,-,dem Grunde nach,31.12.2029
238,0604,51,AKJF,Beratungstelle Südviertel e.V.,Familientreff- Viertelchen-Eltern im Fokus präventiver Angebote,38.209,-,-,-,38.899,-,-,-,dem Grunde nach,31.12.2029
239,0604,51,AKJF,Beratungstelle Südviertel e.V.,Aufwind-Eltern im Fokus präventiver Angebote,23.148,-,-,-,23.570,-,-,-,dem Grunde nach,31.12.2029
240,0604,51,AKJF,Beratungstelle Südviertel e.V.,Auryngruppen,27.256,-,-,-,27.753,-,-,-,dem Grunde nach,31.12.2029
241,0604,51,AKJF,"Caritas Verband Münster, Beratungsstelle Südviertel, Diakonie Münster, VSE","Ausbau Stadtteilkoordination Mitte, West, Ost",438.550,-,-,-,445.674,-,-,-,dem Grunde nach,31.12.2031
242,0604,51,AKJF,Caritas,Erziehungsberatung (zu 60 % in PG 0605),333.279,-,-,-,339.359,-,-,-,dem Grunde nach,31.12.2029
243,0604,51,AKJF,Caritas,Präventionsangebot / alltagspräsente EB,14.878,-,-,-,15.149,-,-,-,dem Grunde nach,31.12.2029
244,0604,51,AKJF,Caritas,Familienpaten -Eltern im Fokus präventiver Angebote,12.295,-,-,-,12.519,-,-,-,dem Grunde nach,31.12.2029
245,0604,51,AKJF,Caritas,Starthilfe Etatbeschluss-Eltern im Fokus präventiver Angebote,87.932,-,-,-,89.536,-,-,-,dem Grunde nach,31.12.2029
246,0604,51,AKJF,Diakonie BBC,Erziehungsberatung (zu 60 % in PG 0605),244.744,-,-,-,249.208,-,-,-,dem Grunde nach,31.12.2029
247,0604,51,AKJF,Diakonie BBC,Mütter stärken - Kinder fördern,34.246,-,-,-,34.871,-,-,-,dem Grunde nach,31.12.2029
