Lfd.,Produkt-,Amt,Aus-,Empfänger,Verwendungszweck / Zielsetzung,Zuschuss 2026 in €,davon Personal- kosten,davon,davon sonst. Kosten,Zuschuss 2027 in €,davon Personal- kosten,davon,davon sonst. Kosten,verpflichtende/,zeitliche
116,0503,50,ASGAM,Lebenshilfe Münster e.V.,Familienunterstützender Dienst (Beratung und Unterstützung sowie Freizeit),45.550,38.300,0,7.250,46.320,39.070,0,7.250,dem Grunde nach,31.12.2031
117,0503,50,ASGAM,Bischöfliches Generalvikariat,Tilgung Darlehen Sonderkindergarten Arche,1.810,0,0,1.810,1.810,0,0,1.810,dem Grunde nach,31.12.2027
118,0503,50,ASGAM,Alexianer Johannistift GmbH,"Treffpunkt ""An der Clemenskirche""",13.010,11.710,0,1.300,13.240,11.940,0,1.300,dem Grunde nach,31.12.2030
119,0503,50,ASGAM,Kassenärztliche Vereinigung Westfalen- Lippe,Aufsuchende Krankenpflege Wohnungsloser,35.100,0,0,35.100,35.100,0,0,35.100,dem Grunde nach,31.12.2029
120,0503,50,ASGAM,"Arbeiterwohlfahrt, Unterbezirk Münsterland-Recklinghausen",Sozialdienst Wohnungsnotfälle,20.280,20.280,0,0,20.690,20.690,0,0,dem Grunde nach,31.12.2033
121,0503,50,ASGAM,Caritasverband für die Stadt Münster,Sozialdienst Wohnungsnotfälle,85.365,81.100,0,4.265,86.985,82.720,0,4.265,dem Grunde nach,31.12.2033
122,0503,50,ASGAM,Diakonie Münster Beratungs- und BildungsCentrum gGmbH,Sozialdienst Wohnungsnotfälle,27.030,27.030,0,0,27.570,27.570,0,0,dem Grunde nach,31.12.2033
123,0503,50,ASGAM,"Arbeiterwohlfahrt, Unterbezirk Münsterland-Recklinghausen",Beratung für Personen außerhalb des Hilfeplanverfahrens Sozialdienst Wohnungsnotfälle,42.660,38.580,0,4.080,0,0,0,0,freiwillig,31.12.2026
124,0503,50,ASGAM,Caritasverband für die Stadt Münster,Beratung für Personen außerhalb des Hilfeplanverfahrens Sozialdienst Wohnungsnotfälle,85.350,77.190,0,8.160,0,0,0,0,freiwillig,31.12.2026
125,0503,50,ASGAM,Dach überm Kopf e.V.,Wohnraumberatung und Unterstützung bei Wohnproblemen,78.710,68.990,0,9.720,80.090,70.370,0,9.720,dem Grunde nach,31.12.2029
126,0503,50,ASGAM,Diakonie Münster - Stationäre Seniorendienste GmbH,Quartiersentwicklung Handorf,35.630,31.280,0,4.350,43.910,40.560,0,3.350,dem Grunde nach,31.12.2031
127,0503,50,ASGAM,Telefonseelsorge Münster,Aus- und Fortbildung Ehrenamtlicher,51.520,51.520,0,0,52.550,52.550,0,0,dem Grunde nach,31.12.2033
128,0503,50,ASGAM,Jüdische Gemeinde Münster,Sozialarbeit und Beratung,30.570,26.690,0,3.880,31.100,27.220,0,3.880,dem Grunde nach,31.12.2033
129,0503,50,ASGAM,Caritasverband für die Stadt Münster,Bahnhofsmission,184.400,134.400,0,50.000,187.090,137.090,0,50.000,dem Grunde nach,31.12.2031
130,0503,50,ASGAM,Chance e.V.,Institutioneller Zuschuss,205.650,164.440,0,41.210,208.940,167.730,0,41.210,dem Grunde nach,31.12.2031
