Lfd.,Produkt-,Amt,Aus-,Empfänger,Verwendungszweck / Zielsetzung,Zuschuss 2026 in €,davon Personal- kosten,davon,davon sonst. Kosten,Zuschuss 2027 in €,davon Personal- kosten,davon,davon sonst. Kosten,verpflichtende/,zeitliche
318,0801,52,SPA,Ruderverein Münster e.V. & Akademischer Ruder-Club Münster e.V. & Paddelsportclub Münster e.V.,Zuschuss für die Durchführung von Kooperationsveranstaltungen im Rudersport,18.000,0,0,18.000,18.000,0,0,18.000,freiwillig,31.12.2027
319,0802,52,SPA,Schwimmvereinigung Münster von 1891 e.V.,Betriebskostenzuschuss für den Betrieb des Freibades Sudmühle,60.000,0,0,60.000,60.000,0,0,60.000,freiwillig,31.12.2030
320,0802,52,SPA,Betreiberverein Bürgerbad Handorf e. V.,Nutzungszeitenüberlassung für Schwimmunterricht anderer Vereine und Schulen,426.000,0,0,426.000,456.000,0,0,456.000,freiwillig,31.12.2030
321,0901,61,AWSS,Münsterland e.V.,Förderung Tourismus,516.500,0,0,516.500,517.000,0,0,517.000,freiwillig,31.12.2028
322,0901,61,AWSS,Münsterland e.V.,Co-Finanzierung Regionalagentur,17.000,0,0,17.000,17.000,0,0,17.000,freiwillig,31.12.2028
323,1003,64,AWSS,Seniorentreff Hansahof e. V. Marliese Kosmider und Ludwig Strietholt,"Aufwands- und Sachkostenzuschuss für das Weiterführen des Projektes ""Wohnen für Hilfe""",3.820,0,0,3.820,3.890,0,0,3.890,freiwillig,10 Jahre
324,1303,67,AUKB,eingetragene Vereine und sonstige jur. Personen des privaten Rechts und natürliche Personen,Maßnahmen der Landschaftspflege und des Naturschutzes,46.290,0,0,46.290,46.290,0,0,46.290,freiwillig,jährlich
325,1303,67,AUKB,NABU-Naturschutzstation Münsterland,verschiedene Naturschutzprojekte,69.000,40.020,0,28.980,70.250,40.745,0,29.505,freiwillig,jährlich
326,1303,67,AUKB,NABU Münster e. V.,Streuobstwiesenschutz,29.500,15.930,0,13.570,30.300,16.362,0,13.938,freiwillig,jährlich
327,1303,67,AUKB,NABU Naturschutzstation und Naturschutzbund Münster e.V.,"Projekt ""Münster summt auf""",33.020,33.020,0,0,33.020,33.020,0,0,freiwillig,31.12.2027
328,1303,67,AUKB,TSV Nestwerk Münsterland e.V.,Verbesserung der Wildtierhilfe,20.000,10.000,0,10.000,20.000,10.000,0,10.000,freiwillig,31.12.2027
329,1303,67,AUKB,Aktive Wildtierhilfe Münster AWHM (e.V. in Gründung),Aktive Wildtierhilfe in Münster,15.000,0,0,15.000,15.000,0,0,15.000,freiwillig,31.12.2027
330,1303,67,AUKB,Stiftung Westfälische Kulturlandschaft,landwirtschaftliches Biodiversitätsprojekt,12.000,10.680,0,1.320,12.200,10.858,0,1.342,freiwillig,31.12.2027
331,1401,67,AUKB,verschiedene Antragsteller,Bürgerschaftliches Engagement,16.220,0,0,16.220,16.220,0,0,16.220,freiwillig,jährlich
