Lfd.,Produkt-,Amt,Aus-,Empfänger,Verwendungszweck / Zielsetzung,Zuschuss 2026 in €,davon Personal- kosten,davon,davon sonst. Kosten,Zuschuss 2027 in €,davon Personal- kosten,davon,davon sonst. Kosten,verpflichtende/,zeitliche
173,0503,50,ASGAM,Caritasverband für die Stadt Münster,Quartiersentwicklung Aaseestadt und Pluggendorf,64.540,52.340,0,12.200,65.590,53.390,0,12.200,dem Grunde nach,31.12.2031
174,0503,50,ASGAM,"Frauenhaus und Beratung e.V., Frauen helfen Frauen e.V., Beratung und Therapie für Frauen e.V.",Dolmetschergestützte Beratung,30.000,0,0,30.000,30.000,0,0,30.000,dem Grunde nach,31.12.2032
175,0503,50,ASGAM,Stift Tilbeck,Technische Assistenz Tilbeck (TAT),22.560,21.060,0,1.500,0,0,0,0,dem Grunde nach,31.12.2026
176,0503,50,ASGAM,FranKo e. V.,Soziale Projekte in Coerde,15.000,0,0,15.000,15.000,0,0,15.000,dem Grunde nach,31.12.2030
177,0503,50,ASGAM,"Arbeiterwohlfahrt, Unterbezirk Münsterland-Recklinghausen",Quartierstreff Berg Fidel,70.710,48.590,0,22.120,71.680,49.560,0,22.120,dem Grunde nach,31.12.2030
178,0503,50,ASGAM,Ein Rucksack voll Hoffnung - für Münster e.V.,Koordination von Begegnungsangeboten und Sachspenden für Bedürftige,70.030,25.010,0,45.020,71.140,25.510,0,45.630,freiwillig,31.12.2028
179,0503,50,ASGAM,Begegnungszentrum Kinderhaus e.V.,Stadtteilarbeit im Begegungszentrum Kinderhaus,120.020,90.290,0,29.730,121.830,92.100,0,29.730,dem Grunde nach,31.12.2029
180,0503,50,ASGAM,Seniorentreff Hansahof e.V.,"Seniorenbegegnungsstätte ""Café Hansahof""",12.960,0,0,12.960,12.960,0,0,12.960,dem Grunde nach,31.12.2030
181,0503,50,ASGAM,Altes Backhaus e.V.,"Seniorenbegegnungsstätte ""Altes Backhaus""",13.080,0,0,13.080,13.080,0,0,13.080,dem Grunde nach,31.12.2030
182,0503,50,ASGAM,Arbeiterwohlfahrt Ortsverein Münster- Wolbeck,AWO-Begegnungsstätte Wolbeck,16.400,0,0,16.400,16.400,0,0,16.400,dem Grunde nach,31.12.2030
183,0503,50,ASGAM,Bewohnertreff Südviertel e.V.,Bewohnertreff im Südviertel,14.310,0,0,14.310,14.310,0,0,14.310,dem Grunde nach,31.12.2030
184,0503,50,ASGAM,Gehörlosenverein Münster 1913 e.V.,Mietkosten für das Kulturzentrum für Gehörlose,9.420,0,0,9.420,9.420,0,0,9.420,dem Grunde nach,31.12.2031
185,0503,50,ASGAM,Deutscher Schwerhörigenbund Ortsverein Münster und Münsterland e.V.,Mietkosten für das Hörbehindertenzentrum,10.700,0,0,10.700,10.700,0,0,10.700,dem Grunde nach,31.12.2031
186,0503,50,ASGAM,Arbeitsgemeinschaft Hospiz- und Palliativversorgung Münster e.V.,Netzwerkkoordination,15.000,14.200,0,800,15.280,14.480,0,800,dem Grunde nach,31.12.2028
187,0503,50,ASGAM,Stadtsportbund Münster e.V.,Inklusion im und durch Sort,45.000,25.100,0,19.900,45.500,25.600,0,19.900,freiwillig,31.12.2028
188,0503,50,ASGAM,Bischof-Hermann-Stiftung,Koordinierungsstelle für pflegebedürftige wohnungslose Menschen,0,0,0,0,38.570,34.070,0,4.500,freiwillig,31.12.2029
189,0601,51,AKJF,Träger von Kindertageseinrichtungen nach KiBiz,Betrieb von Kindertageseinrichtungen,151.775.336,-,-,-,152.910.192,-,-,-,Höhe und Grund nach,31.12.2028
190,0601,51,AKJF,Träger von Kindertageseinrichtungen und Großtagespflegen nach KiBiz,Betrieb von Kindertageseinrichtungen Freiwillige Zuschüsse,9.114.979,-,-,-,9.114.979,-,-,-,Höhe und Grund nach,31.12.2028
191,0601,51,AKJF,Träger von Kindertageseinrichtungen nach dem KiBiz & weitere Gruppen,Qualifizierung und Flexibilisierung in Kindertagesbetreuung,213.500,-,-,-,213.500,-,-,-,der Höhe nach,31.12.2028
